date,total_visits,total_devices,total_visits_per_device,mean_7,year,julian_day
2019-10-13,9520,15816987,0.000601884543497444,0.000684758373370352,2019,286
2019-10-14,10126,16028080,0.000631766250230845,0.00069850160114785,2019,287
2019-10-15,11080,16329605,0.000678522230023323,0.000710862516586023,2019,288
2019-10-16,12230,17205232,0.000710830286973172,0.000717375953371072,2019,289
2019-10-17,12294,16901189,0.000727404444740545,0.000717643723722244,2019,290
2019-10-18,14481,16865169,0.000858633554161242,0.00072212126895791,2019,291
2019-10-19,14199,16745241,0.000847942409428446,0.000722426245579288,2019,292
2019-10-20,10328,16712705,0.000617972973255975,0.00072472459268765,2019,293
2019-10-21,11093,16858113,0.000658021452341671,0.000728475335846339,2019,294
2019-10-22,11423,16741279,0.000682325406559439,0.00072901864678007,2019,295
2019-10-23,12375,16816529,0.000735883130222652,0.000732597624387138,2019,296
2019-10-24,12410,16739168,0.000741374959615675,0.000734593412226443,2019,297
2019-10-25,13641,16543350,0.000824560926293647,0.000729725893959643,2019,298
2019-10-26,13346,16095314,0.000829185438693523,0.000727046326711797,2019,299
2019-10-27,8907,15864633,0.000561437506937601,0.000718969831523458,2019,300
2019-10-28,10809,16330128,0.000661905405762894,0.000719524682012204,2019,301
2019-10-29,10827,16352751,0.000662090433591265,0.00071663397158818,2019,302
2019-10-30,12383,16264867,0.000761334230399794,0.000720269843042057,2019,303
2019-10-31,9386,16115542,0.000582419133033192,0.000697561867815988,2019,304
2019-11-01,12796,16952804,0.000754801388608044,0.000687596219575188,2019,305
2019-11-02,12342,16421630,0.000751569728461791,0.000676508260970655,2019,306
2019-11-03,8980,16497253,0.000544333047447354,0.000674064766757762,2019,307
2019-11-04,10213,18479799,0.000552657526199284,0.000658457926820103,2019,308
2019-11-05,10559,16757457,0.000630107539586705,0.000653888941962309,2019,309
2019-11-06,10784,16993508,0.000634595281915894,0.000635783377893181,2019,310
2019-11-07,10996,17019618,0.000646077955451174,0.000644877495381464,2019,311
2019-11-08,12807,16768292,0.000763762940196891,0.000646157717037013,2019,312
2019-11-09,12503,16417179,0.000761580293423127,0.000647587797745775,2019,313
2019-11-10,9112,17281810,0.000527259586814113,0.000645148731941027,2019,314
2019-11-11,10044,17448293,0.000575643703369722,0.000648432471536804,2019,315
2019-11-12,10153,17551983,0.00057845315825568,0.0006410532742038,2019,316
2019-11-13,10595,17457324,0.000606908596071196,0.000637098033368843,2019,317
2019-11-14,10991,17426603,0.000630702380722164,0.00063490152269327,2019,318
2019-11-15,12887,17136662,0.000752013431787357,0.000633223021491908,2019,319
2019-11-16,12370,16999272,0.00072767822057321,0.000628379868227635,2019,320
2019-11-17,8853,16868952,0.000524810314238845,0.000628029972145454,2019,321
2019-11-18,10079,17624875,0.000571862211788736,0.000627489759062456,2019,322
2019-11-19,10551,17064979,0.000618283796305873,0.000633179850212483,2019,323
2019-11-20,10747,17232780,0.00062363704521267,0.000635569628661265,2019,324
2019-11-21,11397,16616812,0.000685871634101656,0.000643450950572621,2019,325
2019-11-22,12900,16735261,0.000770827535943419,0.000646138679737773,2019,326
2019-11-23,12052,16311673,0.000738857381459278,0.000647735702721497,2019,327
2019-11-24,9143,16763210,0.000545420596651835,0.000650680028780495,2019,328
2019-11-25,11908,17484169,0.00068107326118845,0.000666281607266169,2019,329
2019-11-26,12926,17086505,0.000756503451115369,0.000686027272238954,2019,330
2019-11-27,14625,16824741,0.00086925558021963,0.000721115634382805,2019,331
2019-11-28,6319,15711602,0.000402186868022752,0.000680589239228676,2019,332
2019-11-29,11843,16306389,0.000726279742253175,0.000674225268701498,2019,333
2019-11-30,9376,16351495,0.000573403227044377,0.000650588960927941,2019,334
2019-12-01,7172,18205724,0.00039394203713074,0.000628949166710642,2019,335
2019-12-02,9228,18509614,0.000498551725605947,0.000602874661627427,2019,336
2019-12-03,9971,18617886,0.000535560267153854,0.000571311349632925,2019,337
2019-12-04,10491,18583916,0.000564520416471964,0.00052777775481183,2019,338
2019-12-05,11312,18845891,0.000600236942896465,0.000556070622650932,2019,339
2019-12-06,13215,18634687,0.000709161361282859,0.000553625139655172,2019,340
2019-12-07,11849,18135396,0.000653363179938282,0.000565047990068587,2019,341
2019-12-08,8517,18238445,0.000466980600593965,0.000575482070563334,2019,342
2019-12-09,10114,18532166,0.000545753799097202,0.000582225223919227,2019,343
