Day,seafood restaurant,seafood delivery,seafood recipe,sushi take out,bbq restaurant,category,year,country
4/11/19,31,1,6,1,8,food & drink,2019,usa
4/12/19,40,4,7,1,10,food & drink,2019,usa
4/13/19,66,3,10,3,20,food & drink,2019,usa
4/14/19,46,2,10,2,10,food & drink,2019,usa
4/15/19,27,1,7,0,8,food & drink,2019,usa
4/16/19,34,2,6,3,8,food & drink,2019,usa
4/17/19,26,0,9,0,12,food & drink,2019,usa
4/18/19,34,1,9,2,9,food & drink,2019,usa
4/19/19,55,2,14,0,19,food & drink,2019,usa
4/20/19,69,2,12,0,21,food & drink,2019,usa
4/21/19,50,3,10,3,18,food & drink,2019,usa
4/22/19,32,3,10,2,13,food & drink,2019,usa
4/23/19,33,1,7,1,10,food & drink,2019,usa
4/24/19,30,1,5,1,7,food & drink,2019,usa
4/25/19,29,1,6,2,10,food & drink,2019,usa
4/26/19,38,3,8,0,17,food & drink,2019,usa
4/27/19,57,3,10,1,18,food & drink,2019,usa
4/28/19,56,1,10,2,18,food & drink,2019,usa
4/29/19,25,1,8,0,13,food & drink,2019,usa
4/30/19,30,1,7,0,12,food & drink,2019,usa
5/1/19,31,1,7,2,12,food & drink,2019,usa
5/2/19,36,0,8,1,11,food & drink,2019,usa
5/3/19,42,1,6,0,14,food & drink,2019,usa
5/4/19,65,3,8,2,19,food & drink,2019,usa
5/5/19,53,2,11,1,16,food & drink,2019,usa
5/6/19,28,1,7,1,10,food & drink,2019,usa
5/7/19,28,1,8,1,9,food & drink,2019,usa
5/8/19,38,1,6,1,8,food & drink,2019,usa
5/9/19,38,2,9,0,14,food & drink,2019,usa
5/10/19,46,3,10,2,17,food & drink,2019,usa
5/11/19,96,2,13,1,19,food & drink,2019,usa
5/12/19,100,4,22,2,24,food & drink,2019,usa
5/13/19,32,2,4,1,13,food & drink,2019,usa
5/14/19,32,1,9,1,10,food & drink,2019,usa
5/15/19,32,1,7,1,7,food & drink,2019,usa
5/16/19,34,2,7,2,13,food & drink,2019,usa
5/17/19,50,2,7,1,10,food & drink,2019,usa
5/18/19,61,2,10,1,26,food & drink,2019,usa
5/19/19,61,3,15,2,23,food & drink,2019,usa
5/20/19,37,3,8,2,9,food & drink,2019,usa
5/21/19,36,2,8,1,14,food & drink,2019,usa
5/22/19,31,2,9,1,15,food & drink,2019,usa
5/23/19,33,3,10,2,14,food & drink,2019,usa
5/24/19,50,2,8,1,16,food & drink,2019,usa
5/25/19,78,2,10,0,26,food & drink,2019,usa
5/26/19,77,2,17,1,27,food & drink,2019,usa
5/27/19,59,3,16,1,25,food & drink,2019,usa
5/28/19,37,1,8,1,11,food & drink,2019,usa
5/29/19,31,2,8,1,12,food & drink,2019,usa
5/30/19,32,2,7,1,10,food & drink,2019,usa
5/31/19,41,2,7,2,10,food & drink,2019,usa
6/1/19,64,1,9,1,20,food & drink,2019,usa
6/2/19,62,3,13,1,18,food & drink,2019,usa
6/3/19,38,3,10,2,12,food & drink,2019,usa
6/4/19,38,1,7,1,12,food & drink,2019,usa
6/5/19,44,1,7,2,10,food & drink,2019,usa
6/6/19,43,1,10,1,14,food & drink,2019,usa
6/7/19,46,1,9,1,13,food & drink,2019,usa
6/8/19,79,3,11,2,17,food & drink,2019,usa
6/9/19,63,3,13,1,16,food & drink,2019,usa
6/10/19,43,2,10,1,12,food & drink,2019,usa
6/11/19,41,1,9,1,9,food & drink,2019,usa
6/12/19,38,2,8,0,13,food & drink,2019,usa
6/13/19,45,2,10,1,12,food & drink,2019,usa
6/14/19,56,2,7,1,17,food & drink,2019,usa
6/15/19,83,4,17,1,24,food & drink,2019,usa
