Day,seafood restaurant,seafood delivery,seafood recipe,sushi take out,bbq restaurant,category,year,country
3/9/16,34,0,7,3,7,food & drink,2016,usa
3/10/16,42,2,11,0,7,food & drink,2016,usa
3/11/16,53,2,10,3,14,food & drink,2016,usa
3/12/16,64,0,12,2,25,food & drink,2016,usa
3/13/16,63,0,13,4,15,food & drink,2016,usa
3/14/16,35,0,12,2,18,food & drink,2016,usa
3/15/16,40,2,5,2,16,food & drink,2016,usa
3/16/16,37,0,5,3,12,food & drink,2016,usa
3/17/16,41,2,9,2,10,food & drink,2016,usa
3/18/16,59,3,15,3,23,food & drink,2016,usa
3/19/16,87,4,11,2,20,food & drink,2016,usa
3/20/16,55,4,16,2,28,food & drink,2016,usa
3/21/16,34,2,12,0,14,food & drink,2016,usa
3/22/16,39,2,9,2,15,food & drink,2016,usa
3/23/16,46,2,9,2,10,food & drink,2016,usa
3/24/16,46,3,13,0,4,food & drink,2016,usa
3/25/16,83,2,8,2,24,food & drink,2016,usa
3/26/16,74,0,10,4,32,food & drink,2016,usa
3/27/16,65,0,9,0,20,food & drink,2016,usa
3/28/16,44,3,6,2,11,food & drink,2016,usa
3/29/16,32,0,12,2,15,food & drink,2016,usa
3/30/16,51,0,7,2,12,food & drink,2016,usa
3/31/16,41,0,7,3,18,food & drink,2016,usa
4/1/16,52,4,7,0,19,food & drink,2016,usa
4/2/16,89,0,12,2,23,food & drink,2016,usa
4/3/16,71,0,13,4,26,food & drink,2016,usa
4/4/16,44,5,8,0,16,food & drink,2016,usa
4/5/16,41,2,9,2,12,food & drink,2016,usa
4/6/16,35,2,9,0,13,food & drink,2016,usa
4/7/16,42,0,6,3,9,food & drink,2016,usa
4/8/16,48,2,13,2,21,food & drink,2016,usa
4/9/16,90,3,15,2,25,food & drink,2016,usa
4/10/16,68,0,17,4,22,food & drink,2016,usa
4/11/16,39,2,8,3,14,food & drink,2016,usa
4/12/16,37,0,10,3,8,food & drink,2016,usa
4/13/16,40,2,7,2,17,food & drink,2016,usa
4/14/16,40,2,5,2,17,food & drink,2016,usa
4/15/16,56,0,10,5,24,food & drink,2016,usa
4/16/16,77,4,10,3,30,food & drink,2016,usa
4/17/16,55,2,17,2,24,food & drink,2016,usa
4/18/16,34,3,8,2,21,food & drink,2016,usa
4/19/16,34,2,9,2,14,food & drink,2016,usa
4/20/16,36,0,13,2,9,food & drink,2016,usa
4/21/16,36,3,10,1,16,food & drink,2016,usa
4/22/16,45,2,9,0,12,food & drink,2016,usa
4/23/16,78,2,15,2,28,food & drink,2016,usa
4/24/16,71,4,18,2,21,food & drink,2016,usa
4/25/16,43,2,6,0,19,food & drink,2016,usa
4/26/16,35,0,14,0,14,food & drink,2016,usa
4/27/16,34,2,11,0,12,food & drink,2016,usa
4/28/16,31,0,16,0,14,food & drink,2016,usa
4/29/16,51,0,5,2,22,food & drink,2016,usa
4/30/16,70,2,11,2,29,food & drink,2016,usa
5/1/16,53,2,23,4,24,food & drink,2016,usa
5/2/16,37,2,8,3,15,food & drink,2016,usa
5/3/16,32,2,8,3,13,food & drink,2016,usa
5/4/16,39,0,7,1,12,food & drink,2016,usa
5/5/16,48,2,9,3,9,food & drink,2016,usa
5/6/16,54,3,9,0,16,food & drink,2016,usa
5/7/16,94,4,16,3,28,food & drink,2016,usa
5/8/16,91,5,17,6,23,food & drink,2016,usa
5/9/16,40,2,12,2,11,food & drink,2016,usa
5/10/16,33,0,3,0,13,food & drink,2016,usa
5/11/16,43,2,11,0,10,food & drink,2016,usa
5/12/16,44,2,9,2,12,food & drink,2016,usa
5/13/16,51,0,11,3,22,food & drink,2016,usa
5/14/16,98,6,13,8,21,food & drink,2016,usa
5/15/16,84,6,16,0,23,food & drink,2016,usa
5/16/16,48,3,12,2,12,food & drink,2016,usa
5/17/16,45,0,15,2,17,food & drink,2016,usa
5/18/16,48,0,7,0,14,food & drink,2016,usa
5/19/16,44,0,8,5,18,food & drink,2016,usa
5/20/16,70,2,11,0,23,food & drink,2016,usa
5/21/16,82,2,14,0,33,food & drink,2016,usa
5/22/16,68,0,11,0,23,food & drink,2016,usa
5/23/16,42,2,5,2,13,food & drink,2016,usa
5/24/16,36,3,8,0,23,food & drink,2016,usa
5/25/16,35,0,8,2,10,food & drink,2016,usa
5/26/16,43,2,8,2,19,food & drink,2016,usa
5/27/16,53,3,10,2,21,food & drink,2016,usa
5/28/16,94,2,13,2,27,food & drink,2016,usa
5/29/16,100,2,14,4,45,food & drink,2016,usa
5/30/16,68,0,13,2,29,food & drink,2016,usa
5/31/16,42,0,5,2,15,food & drink,2016,usa
6/1/16,40,0,8,2,13,food & drink,2016,usa
6/2/16,43,2,4,2,14,food & drink,2016,usa
6/3/16,53,0,10,3,16,food & drink,2016,usa
6/4/16,90,2,10,2,23,food & drink,2016,usa
6/5/16,75,2,18,5,19,food & drink,2016,usa
6/6/16,51,0,10,0,16,food & drink,2016,usa
6/7/16,47,0,9,0,17,food & drink,2016,usa
6/8/16,47,0,9,2,16,food & drink,2016,usa
6/9/16,42,2,7,3,12,food & drink,2016,usa
6/10/16,59,3,9,3,18,food & drink,2016,usa
6/11/16,74,2,10,2,25,food & drink,2016,usa
6/12/16,78,2,12,2,22,food & drink,2016,usa
6/13/16,43,2,11,0,16,food & drink,2016,usa
6/14/16,49,2,10,2,20,food & drink,2016,usa
6/15/16,51,2,10,2,23,food & drink,2016,usa
